filename,movement,participant,iem,mean,mav,mavs,rms,var,std,kurtosis,skewness,max,min,range,wl,wamp,zc,myopulse,wamp_norm,ld,aac,dasdv,ssi,signal_length,sampling_info
permutation_0,HandOpen,v02,612900.3721840872,102.1500620306812,102.1500620306812,0.28956640011098306,104.2379225167083,430.90931772726395,20.75835537144655,21.51668910758758,2.856916741425862,241.47269402403217,5.413238342915548e-07,241.47269348270834,1737.8119262803232,0,0,0.035166666666666666,0.0,97.26780475881552,0.289683601646995,0.662596852224128,65193266.94359569,6000,samples_6000
permutation_0,HandClose,v02,659555.58573624,109.92593095604,109.92593095604,0.5680542422005772,127.64406722294203,4209.297600662867,64.87909987555983,-0.41943750110799627,0.802277146079857,321.7820648145073,0.0,321.7820648145073,3409.2814655172324,0,0,0.0295,0.0,89.9467871762077,0.568308295635478,1.038861855719161,97758047.38328965,6000,samples_6000
permutation_0,Wrist Flexion,v02,449040.3138053221,74.84005230088702,74.84005230088702,0.3460479183670662,84.89139016429868,1605.514695627684,40.06887439931005,8.018875278774559,2.3874573422374263,311.64453450470427,3.247943005749329e-06,311.64453125676124,2076.6321615167967,0,0,0.04,0.0,65.78522543597896,0.34616305409514864,0.7614159352190125,43239288.744163126,6000,samples_6000
permutation_0,Wrist Extension,v02,615745.0053200156,102.62416755333594,102.62416755333594,0.5315238189663472,117.48006429266675,3269.8457401939477,57.18256500187752,0.7207389024727222,1.028885415862055,333.4740704983147,3.383273964322217e-06,333.4740671150407,3189.745143727012,0,0,0.04516666666666667,0.0,86.43864792956971,0.5317128094227391,0.9712547034121259,82809393.03725469,6000,samples_6000
permutation_0,Supination,v02,457333.5218684734,76.22225364474556,76.22225364474556,0.23131517037456292,79.22234465443725,466.3479418625147,21.59509068891619,4.461082268533844,1.4206095396708007,169.86956795366885,2.706619171457774e-07,169.86956768300692,1388.2340704545763,0,0,0.049166666666666664,0.0,71.12399983155406,0.2314109135613563,0.4381939650386553,37657079.355278656,6000,samples_6000
permutation_0,Pronation,v02,656041.8753839578,109.34031256399295,109.34031256399295,0.39819476895481143,116.09927328336106,1523.737305332878,39.03507788301284,1.1724743689074852,0.9835477770169319,249.8818132926737,0.0,249.8818132926737,2389.721414209497,0,0,0.043666666666666666,0.0,99.9332980639012,0.39835329458401353,0.6865768184156168,80874247.54154733,6000,samples_6000
permutation_0,Rest,v02,493590.5680692052,82.26509467820087,82.26509467820087,0.09663314712351807,82.70662046310265,72.83926601435837,8.534592316822074,51.42684506230718,-6.060536054852168,95.42747253921004,9.473167100102208e-07,95.42747159189334,579.7546928197694,0,0,0.0,0.0,79.3960934222877,0.09664188911814792,0.18297831681150176,41042310.41056627,6000,samples_6000
permutation_1,HandOpen,v02,612900.3721840872,102.1500620306812,102.1500620306812,0.291433772614951,104.2379225167083,430.90931772726395,20.75835537144655,21.516689107587585,2.8569167414258634,241.47269402403217,5.413238342915548e-07,241.47269348270834,1749.4568081586326,0,0,0.035166666666666666,0.0,97.26780475881552,0.29162473881624146,0.6758118212215067,65193266.94359569,6000,samples_6000
permutation_1,HandClose,v02,659555.58573624,109.92593095604,109.92593095604,0.6024320949134646,127.64406722294203,4209.297600662867,64.87909987555983,-0.41943750110799627,0.802277146079857,321.7820648145073,0.0,321.7820648145073,3616.8037539337606,0,0,0.0295,0.0,89.9467871762077,0.6029011091738224,2.2376581653582344,97758047.38328965,6000,samples_6000
permutation_1,Wrist Flexion,v02,449040.3138053221,74.84005230088702,74.84005230088702,0.3507316506905015,84.89139016429868,1605.514695627684,40.06887439931005,8.018875278774559,2.3874573422374263,311.64453450470427,3.247943005749329e-06,311.64453125676124,2105.5561471740757,0,0,0.04,0.0,65.78522543597896,0.3509845219493375,0.8124395762136253,43239288.744163126,6000,samples_6000
