iem_zcore,mean_zcore,mav_zcore,mavs_zcore,rms_zcore,var_zcore,std_zcore,kurtosis_zcore,skewness_zcore,max_zcore,min_zcore,range_zcore,wl_zcore,wamp_zcore,zc_zcore,myopulse_zcore,wamp_norm_zcore,ld_zcore,aac_zcore,dasdv_zcore,ssi_zcore,label
0.8553345851032575,0.9166464784329902,0.9166401805460156,-0.9095722283222449,0.6454860484630704,-0.5146915699266035,-0.7287486410585906,0.6782440486061747,-1.0942196652140848,-0.38729496238956496,0.1680633838205818,-0.3880290927168868,-0.9889264831134118,-0.18140841138157657,,-1.3519989322806074,-0.18377268099300184,1.158636564660505,-0.9099420211173692,-0.9619668756441367,0.2805079201843753,HandOpen
3.013012453223065,3.0339666851203537,3.0339669766269868,0.24064044994454148,2.646311618338001,-0.2971194220309573,-0.14764370574652871,0.570443264452513,-0.753879048599894,1.0124350238236133,0.1680627114149036,1.0115833113236736,0.12711601632889355,-0.18140841138157657,,0.09551565105503451,-0.18377268099300184,3.2766661911720947,0.2400900338556621,-0.5938340071351121,3.0434989224840536,HandClose
3.330625740208664,3.3456392662702936,3.3456405277451475,0.2877403551608979,2.927773524921146,-0.33883686898223503,-0.2341107269274944,1.4272157794612872,-1.53299211560184,0.9881329179701521,0.16805699596663873,0.9872832730571502,0.17297694476444697,-0.18140841138157657,,-0.4335758863021314,-0.18377268099300184,3.596103342326463,0.28734767664083033,-0.5342667751834039,3.5706739067293696,Wrist Flexion
3.4582246628618933,3.4708515517912293,3.4708532029440504,-0.05825701441483227,3.040878810717745,-0.35761059927838956,-0.2754120565170343,2.214419015142497,-2.2265562454004963,0.8451884995402223,0.16804354785307443,0.8443509241144012,-0.16280058079624046,-0.18140841138157657,,-1.5716218345798068,-0.18377268099300184,3.6684415037526454,-0.058656098239858734,-0.6190986583025726,3.792140593500409,Wrist Extension
2.538442191774355,2.568272885825905,2.5682717280289635,-0.4052910371275699,2.1919996446012915,-0.4360530864018036,-0.47005223111174393,2.5968266483251856,-2.5284282207556124,0.30816869195830954,0.16804707798288507,0.3073762131317283,-0.49947425081746805,-0.18140841138157657,,-1.891073328833187,-0.18377268099300184,2.776358053606734,-0.4055833100470296,-0.8149834387453845,2.264646816318104,Supination
2.104487344228559,2.1424348211757325,2.1424323381117802,-0.287897814942965,1.7944305702191046,-0.4528990665857911,-0.5181866514175264,1.9045592360078636,-2.300702644376116,0.0953157069073498,0.16804674178004594,0.09454111046973455,-0.38553679209525515,-0.18140841138157657,,-2.15062766791406,-0.18377268099300184,2.350772485936346,-0.2881758368923878,-0.7986046752705852,1.6560922510441212,Pronation
0.16746867839390647,0.2416465605647297,0.24163816198456284,-1.2331639847153144,0.007840710501886932,-0.5527596191312091,-0.912330828012976,1.048750361065762,-1.736583760962904,-0.8458644239207416,0.16804354785307443,-0.8465599413312519,-1.3028192047337055,-0.18140841138157657,,-2.15062766791406,-0.18377268099300184,0.46720242849913446,-1.233394480917468,-1.0899247904534544,-0.23730391870417825,Rest
0.8553345851032575,0.9166464784329902,0.9166401805460156,-0.8780055600800835,0.6454860484630704,-0.5146915699266035,-0.7287486410585906,0.6782440486061747,-1.0942196652140848,-0.38729496238956496,0.1680633838205818,-0.3880290927168868,-0.9577843839823881,-0.18140841138157657,,-1.3519989322806074,-0.18377268099300184,1.158636564660505,-0.877851475929599,-0.7700456393579337,0.2805079201843753,HandOpen
3.013012453223065,3.0339666851203537,3.0339669766269868,0.2581932914120561,2.646311618338001,-0.2971194220309573,-0.14764370574652871,0.570443264452513,-0.753879048599894,1.0124350238236133,0.1680627114149036,1.0115833113236736,0.14668487243371267,-0.18140841138157657,,0.09551565105503451,-0.18377268099300184,3.2766661911720947,0.26025486791076524,-0.5483868052893863,3.0434989224840536,HandClose
3.330625740208664,3.3456392662702936,3.3456405277451475,0.3051952676448445,2.927773524921146,-0.33883686898223503,-0.2341107269274944,1.4272157794612872,-1.53299211560184,0.9881329179701521,0.16805699596663873,0.9872832730571502,0.1897173523478525,-0.18140841138157657,,-0.4335758863021314,-0.18377268099300184,3.596103342326463,0.3045979205552424,-0.48646054815231754,3.5706739067293696,Wrist Flexion
