HandOpen,HandClose,Wrist Flexion,Wrist Extension,Supination,Pronation,Rest
71.33031765338525,97.36994269135462,75.34048470268944,126.88010139059125,74.42874432760902,75.76301806260034,84.33145020986598
71.31001321466368,97.12807275191794,75.60815858669876,126.10475112654919,74.96365646786653,76.33041182308455,84.38453437840876
71.30034039544115,96.87572109833096,75.89548592736743,125.33445471660791,75.4849910491439,76.83187047786173,84.43678749737138
71.30172776455913,96.61274238026479,76.20249301850623,124.5714883368589,75.99163364483472,77.26491734239379,84.48830301408111
71.31457143056669,96.33903093732177,76.52904475264556,123.81807581428208,76.48250983985832,77.6273832036779,84.53915897895965
71.33931344682658,96.05452751069677,76.87484360542452,123.0764420261065,76.9565694866821,77.91746284073746,84.58943751329942
71.37650282480345,95.75920870687665,77.23942943852151,122.34888696092166,77.41280091349165,78.13373368844111,84.63923414845173
71.42677045152777,95.45308027678428,77.62215661391147,121.63782719093906,77.85029287988553,78.27516191543472,84.68862758602124
71.49074585114847,95.13620351456179,78.02216920051552,120.9457709076945,78.26831469130487,78.34112526729974,84.73764601053122
71.56897992951997,94.80877900237674,78.43839996393643,120.2752309834754,78.66634740762301,78.33143161827404,84.78627753874692
71.66191275712517,94.47123338595571,78.86958012069864,119.62863153213826,79.04405597667761,78.24630634388326,84.83451085636999
71.7698851392584,94.12422734615065,79.31424105358421,119.00825630161269,79.4012773702101,78.0863624567132,84.88234873101685
71.89314843830778,93.76858530550452,79.77072703753532,118.41623514669058,79.73806742995424,77.85258077327846,84.92977815603997
72.03183971208315,93.40521281074956,80.23723675186831,117.8545456342331,80.05474094829657,77.54630459245854,84.97674612984405
72.18594819239577,93.03506410027045,80.7118634050349,117.32500929620694,80.35183971340615,77.16923020832867,85.02318125507448
72.3553072614862,92.65917019941503,81.19259841653361,116.82926889939655,80.63006279663861,76.72337768031683,85.06903151781849
72.53960078286671,92.2786707034974,81.67731726791634,116.36874694701878,80.89022042221035,76.21105185440302,85.11426489921385
72.73835792306372,91.89480519566497,82.16380257254455,115.94458977258297,81.1332130478124,75.63481187519061,85.1588377328305
72.95094427206548,91.50889851392543,82.64982165807258,115.55760450265186,81.36000542100933,74.99744621082392,85.20268375092282
73.17657398804717,91.12237846436345,83.13320132827126,115.20820194269862,81.57158621395403,74.30194201526285,85.24573999823286
73.41433690636931,90.73679298484336,83.61184243161789,114.89635330574157,81.7689211656895,73.55146135236987,85.2879639250455
73.66320790037605,90.35377762507113,84.0836942656553,114.62157004085397,81.95290529022698,72.74934237797262,85.32930966114246
73.92202944076664,89.97499494600153,84.54674245604868,114.38293505176284,82.12431686437633,71.89910730218187,85.36969834966582
74.18950419045932,89.60211898510921,84.99901974475772,114.17919729319426,82.28377529874831,71.00444320990763,85.40903076701736
74.46423997732309,89.23688104307799,85.43860703530622,114.00887684697652,82.43171000522237,70.0691535991065,85.44722937492487
74.74483089890623,88.88110498391458,85.86360783529223,113.87031387563442,82.56835768290087,69.09710423257563,85.48425312797099
75.0299102153053,88.53668889166339,86.27211735988249,113.76165733913936,82.69379415641971,68.09218285028527,85.52006903789616
75.31815491612646,88.20557382989612,86.66220973527382,113.6808384624791,82.80797236661311,67.05827467831827,85.55462915442405
75.60827987442664,87.88973226995587,87.0319410052754,113.62557829581722,82.91073209373965,65.99924057188827,85.587891919734
75.89903539605606,87.59115572538532,87.37935211118302,113.59345223295844,83.00178617800346,64.91889149266045,85.61985782199316
76.189187840419,87.3118186960801,87.70246840086334,113.58199941214808,83.08072005202982,63.8209683484133,85.65056703435953
76.47749642459851,87.05363237564318,87.99931755287844,113.5888436121461,83.14702410536817,62.709132051147826,85.68006494965408
76.76274261319824,86.81841463096006,88.26798612830818,113.61177613038697,83.20013331217346,61.58695648534509,85.70838869018374
77.0438223508766,86.60786920681399,88.50668920264518,113.64876732731116,83.23943995795632,60.45791431894012,85.73558993231671
77.3198208362191,86.42354823610107,88.71380633415978,113.69792599048199,83.26428792649409,59.32535381457305,85.7617474150872
77.59000954447647,86.26679823248182,88.8878832359077,113.75744871190874,83.27398353711565,58.19247967462766,85.7869366680136
77.85380120574689,86.13871389623833,89.02763172793706,113.82558853004312,83.26782735544849,57.062353379076164,85.81119136401455
78.11071812353882,86.04012586802165,89.1319337354399,113.90066544303937,83.24513485027994,55.937907281346355,85.83450554535769
78.3603895846726,85.97162164780937,89.19983297688877,113.98112699448924,83.20522960391695,54.82194884498742,85.85686744727896
78.60257579790365,85.93355782679225,89.230513401996,114.06561578911345,83.14743377357306,53.71714729474028,85.87827113376123
78.83720777236924,85.926034642455,89.22328092301132,114.15297577574994,83.07108129554858,52.62602351047749,85.89868870060701
79.06441344854241,85.94886013241145,89.17756054134604,114.24218743227486,82.97554172650754,51.550960928531396,85.91804831963154
79.28450241435254,86.0015405950445,89.09290249492479,114.3322865991948,82.86022594751498,50.49422462598482,85.93625701729624
79.49790999023104,86.08329126571357,88.9689860946277,114.42231729826186,82.72456911288764,49.45796388247117,85.95324049020712
79.70511916776711,86.19303967916034,88.80562827529475,114.51132710926105,82.56801308428948,48.44420136639553,85.9689460116621
79.90658652780155,86.32942172681885,88.60280722947473,114.59839523082019,82.39000815108476,47.454845739853766,85.98331014053544
80.1027014528952,86.49079127272115,88.36068288745301,114.68268170169021,82.19002751320437,46.491747661790065,85.99624459410276
80.29378291821672,86.67524779456778,88.07958707373018,114.76346993865602,81.96757163277077,45.55675942847888,86.00766010237737
80.48008054869463,86.88067966578494,87.75998567626804,114.84017384948251,81.72215626672853,44.651746184698375,86.01748415395252
80.66175214351904,87.10482405998587,87.40243787867331,114.91231119194151,81.45330325864232,43.77855255430386,86.02563850619904
80.83883184448821,87.34532943806582,87.00757583227082,114.97948415532193,81.16054988821858,42.93896291417192,86.03200783064162
81.01121425992758,87.59980607314951,86.57610914682779,115.04142038153918,80.84346631643545,42.134671505464524,86.03644694212538
81.17865219744765,87.8658595398963,86.10883241314764,115.09806108191037,80.50166200147804,41.367252718497454,86.03881766302692
81.34075029006625,88.14109721160423,85.6066162881524,115.14960685428308,80.13478339965098,40.63812451216728,86.03900251183791
81.4969496219748,88.42311311637152,85.07039687380934,115.19647588994579,79.7425189378574,39.94851671800187,86.03687742841264
81.64651768333,88.70947880171927,84.50118573468404,115.23922664647104,79.32461117159356,39.299468251562885,86.03228879930052
81.78856163018934,88.99775238838336,83.90008700062607,115.27849659446828,78.88086075506965,38.69185729832771,86.02507640312287
81.92206027729878,89.2854944390891,83.26829505007223,115.3149435726574,78.41111983510497,38.12643022211495,86.01511664570589
82.04588785292137,89.57028771776166,82.60708289312866,115.34916606004667,77.91529341655897,37.60379948363878,86.0023302438491
82.15881941001575,89.84977148825465,81.91780863480103,115.38162126526342,77.3933600316574,37.12442302720388,85.98665219088689
82.25954435357667,90.12168236433769,81.20193211208301,115.41258325317189,76.8453950062251,36.68859353019997,85.96801505518657
82.34671181795972,90.38387553788871,80.46101027904386,115.44215025887411,76.27157679338822,36.29644496220389,85.94636688125088
82.41898671239294,90.63432592721439,79.69666651674521,115.47025890903373,75.67218617634161,35.947958939032695,85.92168383276761
82.47507805371733,90.87114035688589,78.91056196728368,115.4966819494351,75.04762040247779,35.642954688864236,85.89394540267232
82.51374108183433,91.09259700559588,78.10439289553833,115.52104414866237,74.39841803554448,35.38107112350232,85.86310172209824
82.53378408135303,91.29718598593205,77.27990382645952,115.54286998219953,73.72526744656972,35.161766521565404,85.82907998257939
82.53408556035038,91.48361260351396,76.4388859997075,115.56162485372602,73.02899052490669,34.984351048334254,85.79182282466968
82.51359898653948,91.65076519806115,75.58315049169839,115.5767396979579,72.31052849217055,34.848032784593585,85.7513048722512
82.47133684436001,91.79768646452438,74.7144978453385,115.58764492170066,71.57095335055521,34.75193954903032,85.7075067429392
82.40635664401665,91.9235626352354,73.83471565816285,115.59380434198818,70.81148714314057,34.69510632188647,85.66039096127152
82.31777355335515,92.02770431853118,72.94560587477453,115.59471317570701,70.03349577215401,34.67645185712487,85.60992129729608
82.2047910008243,92.10950671133347,72.04900257891885,115.58985535623724,69.23845803793904,34.694768288783905,85.55610041098133
82.06671557227594,92.1684189602283,71.14675818793006,115.57864796369056,68.42794204321441,34.7487249403418,85.49897272073716
81.90294508995444,92.20394818662605,70.24073351880367,115.56040724483692,67.60360641852222,34.836870422705104,85.43859324886357
81.71295689477697,92.21567546140722,69.33282087768595,115.53436996121468,66.76720510512337,34.95762873150818,85.37501459383049
