iem,mean,mav,mavs,rms,var,std,kurtosis,skewness,max,min,range,wl,wamp,zc,myopulse,wamp_norm,ld,aac,dasdv,ssi,label
601901.5258642854,115.7502934354395,115.7502934354395,0.0891515999861406,116.79572293911949,243.1104664812124,15.59200007956684,18.010933531855795,-2.9722978137918576,143.69739212363004,1.353309585728887e-07,143.69739198829907,463.6952772816189,0.0,0.0,0.0,0.0,110.81342099937687,0.0891893205004075,0.2683813389903811,70934452.6637321,Rest
601901.5258642854,115.7502934354395,115.7502934354395,0.0995204742700536,116.79572293911949,243.1104664812124,15.59200007956684,18.010933531855795,-2.9722978137918576,143.69739212363004,1.353309585728887e-07,143.69739198829907,517.6889899826483,0.0,0.0,0.0,0.0,110.81342099937687,0.0995747239820443,0.5942042003054275,70934452.6637321,Rest
601901.5258642853,115.75029343543947,115.75029343543947,0.1144942392784205,116.79572293911949,243.1104664812124,15.59200007956684,18.010933531855773,-2.9722978137918523,143.69739212363004,1.353309585728887e-07,143.69739198829907,595.5428782839832,0.0,0.0,0.0,0.0,110.81342099937687,0.1145495053441014,1.5031399644888712,70934452.6637321,Rest
601901.5258642854,115.7502934354395,115.7502934354395,0.1192874153479436,116.79572293911949,243.11046648121243,15.592000079566844,18.01093353185578,-2.9722978137918568,143.69739212363004,1.353309585728887e-07,143.69739198829907,620.541079025172,0.0,0.0,0.0,0.0,110.81342099937687,0.1193577763079769,1.5455172966137682,70934452.66373211,Rest
601901.5258642854,115.7502934354395,115.7502934354395,0.1141154425646158,116.79572293911949,243.11046648121243,15.592000079566844,18.01093353185578,-2.9722978137918568,143.69739212363004,1.353309585728887e-07,143.69739198829907,593.6240149128807,0.0,0.0,0.0,0.0,110.81342099937687,0.1141804221798193,1.499683557682812,70934452.66373211,Rest
601901.5258642854,115.7502934354395,115.7502934354395,0.1186297324105502,116.79572293911949,243.11046648121243,15.592000079566844,18.01093353185578,-2.9722978137918568,143.69739212363004,1.353309585728887e-07,143.69739198829907,617.1450931916053,0.0,0.0,0.0,0.0,110.81342099937687,0.1187045764938652,1.5344128670715522,70934452.66373211,Rest
601901.5258642853,115.75029343543947,115.75029343543947,0.1239206638305056,116.79572293911949,243.1104664812124,15.59200007956684,18.01093353185577,-2.9722978137918523,143.69739212363004,1.353309585728887e-07,143.69739198829907,644.5713869053395,0.0,0.0,0.0,0.0,110.81342099937687,0.123979878227609,1.8906271383366,70934452.6637321,Rest
601901.5258642854,115.7502934354395,115.7502934354395,0.119065490869323,116.79572293911949,243.11046648121243,15.592000079566844,18.01093353185578,-2.9722978137918568,143.69739212363004,1.353309585728887e-07,143.69739198829907,619.3251212782332,0.0,0.0,0.0,0.0,110.81342099937687,0.1191238933022183,1.5439214979440192,70934452.6637321,Rest
601901.5258642854,115.7502934354395,115.7502934354395,0.1089799761575426,116.79572293911949,243.1104664812124,15.59200007956684,18.010933531855795,-2.9722978137918576,143.69739212363004,1.353309585728887e-07,143.69739198829907,566.808531039668,0.0,0.0,0.0,0.0,110.81342099937687,0.1090226064704112,1.4551297069595843,70934452.6637321,Rest
601901.5258642854,115.7502934354395,115.7502934354395,0.1189982341877668,116.79572293911949,243.11046648121243,15.592000079566844,18.010933531855784,-2.9722978137918568,143.69739212363004,1.353309585728887e-07,143.69739198829907,618.9436715750835,0.0,0.0,0.0,0.0,110.81342099937687,0.119050523480493,1.856770784936241,70934452.6637321,Rest
